,ba_cn,fa_accoe_last,fa_accoe_this,fa_accos_last,fa_accos_this,fa_accou_last,fa_accou_this,fa_adexe_last,fa_adexe_this,fa_adexs_last,fa_adexs_this,fa_adexu_last,fa_adexu_this,fa_asine_last,fa_asine_this,fa_asins_last,fa_asins_this,fa_asinu_last,fa_asinu_this,fa_cotoe_last,fa_cotoe_this,fa_cotos_last,fa_cotos_this,fa_cotou_last,fa_cotou_this,fa_dine_last,fa_dine_this,fa_dins_last,fa_dins_this,fa_dinu_last,fa_dinu_this,fa_etoue_last,fa_etoue_this,fa_etous_last,fa_etous_this,fa_etouu_last,fa_etouu_this,fa_fuexe_last,fa_fuexe_this,fa_fuexs_last,fa_fuexs_this,fa_fuexu_last,fa_fuexu_this,fa_gine_last,fa_gine_this,fa_gins_last,fa_gins_this,fa_ginu_last,fa_ginu_this,fa_gse_last,fa_gse_this,fa_gss_last,fa_gss_this,fa_gsu_last,fa_gsu_this,fa_inine_last,fa_inine_this,fa_inins_last,fa_inins_this,fa_ininu_last,fa_ininu_this,fa_intoe_last,fa_intoe_this,fa_intos_last,fa_intos_this,fa_intou_last,fa_intou_this,fa_neche_last,fa_neche_this,fa_nechs_last,fa_nechs_this,fa_nechu_last,fa_nechu_this,fa_otexe_last,fa_otexe_this,fa_otexs_last,fa_otexs_this,fa_otexu_last,fa_otexu_this,fa_otine_last,fa_otine_this,fa_otins_last,fa_otins_this,fa_otinu_last,fa_otinu_this,fa_pine_last,fa_pine_this,fa_pins_last,fa_pins_this,fa_pinu_last,fa_pinu_this,fa_sine_last,fa_sine_this,fa_sins_last,fa_sins_this,fa_sinu_last,fa_sinu_this,fp_yr,name,ricf_oid
641,甘肃省见义勇为基金会,0.00,0.00,"153,183.69","272,551.82","153,183.69","272,551.82",0.00,0.00,"183,001.71","137,253.03","183,001.71","137,253.03",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"336,185.40","409,804.85","336,185.40","409,804.85",0.00,0.00,0.00,"100,000.00",0.00,"100,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,500,000.00","1,500,000.00","1,500,000.00","1,500,000.00",,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,"1,792,442.49","2,650,349.15","1,792,442.49","2,650,349.15",0.00,0.00,"1,456,257.09","2,240,544.30","1,456,257.09","2,240,544.30",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"292,442.49","1,050,349.15","292,442.49","1,050,349.15",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,甘肃省见义勇为基金会,2711.0
642,山西省程海庆教育基金会,0.00,0.00,"505,401.00","471,000.00","505,401.00","471,000.00",0.00,0.00,"33,318.44","13,970.00","33,318.44","13,970.00",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"538,452.76","471,420.54","538,452.76","471,420.54",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-266.68,"-13,549.46",-266.68,"-13,549.46",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,"386,700.00",0.00,"386,700.00",0.00,0.00,0.00,"-151,752.76","-471,420.54","-151,752.76","-471,420.54",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"386,700.00",0.00,"386,700.00",0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,山西省程海庆教育基金会,1354.0
643,浙江孤山慈善基金会,0.00,0.00,"1,060,000.00","1,010,000.00","1,060,000.00","1,010,000.00",0.00,0.00,"103,500.00","84,000.00","103,500.00","84,000.00",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,163,810.40","1,094,241.50","1,163,810.40","1,094,241.50",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,310.40,0.00,310.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,"5,154.85","5,648.85","5,154.85","5,648.85",0.00,0.00,"-1,158,655.55","-1,088,592.65","-1,158,655.55","-1,088,592.65",0.00,0.00,0.00,241.50,0.00,241.50,0.00,0.00,"5,154.85","5,648.85","5,154.85","5,648.85",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,浙江孤山慈善基金会,2221.0
644,陕西华夏文化艺术发展基金会,0.00,0.00,"222,747.20","172,546.44","222,747.20","172,546.44",0.00,0.00,"23,594.32","16,751.42","23,594.32","16,751.42",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"247,144.19","190,027.86","247,144.19","190,027.86",0.00,0.00,0.00,"150,000.00",0.00,"150,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,802.67,730.00,802.67,730.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,110.14,"150,042.52",110.14,"150,042.52",0.00,0.00,"-247,034.05","-39,985.34","-247,034.05","-39,985.34",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.14,42.52,110.14,42.52,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,陕西华夏文化艺术发展基金会,3185.0
645,温州市叶康松慈善基金会,0.00,0.00,"776,433.75","462,715.80","776,433.75","462,715.80",0.00,0.00,"62,487.53","37,878.29","62,487.53","37,878.29",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"839,788.78","501,405.09","839,788.78","501,405.09",0.00,0.00,"200,000.00","220,000.00","200,000.00","220,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,200000.4,200000.4,200000.4,200000.4,0.00,0.00,"401,384.52","420,334.21","401,384.52","420,334.21",0.00,0.00,"-438,404.26","-81,070.88","-438,404.26","-81,070.88",0.00,0.00,867.50,811.00,867.50,811.00,0.00,0.00,"1,384.12",333.81,"1,384.12",333.81,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,温州市叶康松慈善基金会,2484.0
646,中国公安民警英烈基金会,0.00,0.00,"15,499,736.19","12,185,788.94","15,499,736.19","12,185,788.94",0.00,0.00,"551,041.08","439,959.63","551,041.08","439,959.63",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"13,618,301.95","9,780,522.97","13,618,301.95","9,780,522.97","12,326,675.42","22,166,017.40","12,677,675.42","23,966,017.40","351,000.00","1,800,000.00","-6,341,143.81","-7,574,699.86",0.00,0.00,"6,341,143.81","7,574,699.86",0.00,0.00,"-2,432,475.32","-2,845,225.60","-2,432,475.32","-2,845,225.60",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,"12,810,551.64","22,678,303.63","20,431,312.86","30,621,030.69","7,620,761.22","7,942,727.06","6,469,407.83","15,103,603.77","6,813,010.91","20,840,507.72","343,603.08","5,736,903.95",0.00,0.00,0.00,0.00,0.00,0.00,"483,876.22","512,286.23","7,753,637.44","6,655,013.29","7,269,761.22","6,142,727.06",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,中国公安民警英烈基金会,210.0
647,浙江省三立慈善基金会,0.00,0.00,"8,000,285.89","10,312,897.00","8,000,285.89","10,312,897.00",0.00,0.00,"6,000.00","4,150.00","6,000.00","4,150.00",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"8,007,423.89","10,318,440.00","8,007,423.89","10,318,440.00",0.00,0.00,"7,748,800.00","10,684,600.00","7,748,800.00","10,684,600.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,338589.04,0.0,338589.04,0.0,0.00,0.00,"8,089,964.57","10,711,406.61","8,089,964.57","10,711,406.61",0.00,0.00,"82,540.68","392,966.61","82,540.68","392,966.61",0.00,0.00,"1,138.00","1,393.00","1,138.00","1,393.00",0.00,0.00,"2,575.53","26,806.61","2,575.53","26,806.61",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,浙江省三立慈善基金会,2250.0
648,河南省华夏文化发展基金会,0.00,0.00,0.00,"180,000.00",0.00,"180,000.00",0.00,0.00,0.27,"13,375.00",0.27,"13,375.00",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,"194,632.47",0.27,"194,632.47",0.00,0.00,0.00,"154,000.00",0.00,"154,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,"156,593.68",0.00,"156,593.68",0.00,0.00,-0.27,"-38,038.79",-0.27,"-38,038.79",0.00,0.00,0.00,"1,257.47",0.00,"1,257.47",0.00,0.00,0.00,"2,593.68",0.00,"2,593.68",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,河南省华夏文化发展基金会,2104.0
649,浙江千手慈善基金会,"1,287,314.05","1,380,063.76","1,314,562.70","1,469,477.90","27,248.65","89,414.14",0.00,0.00,"146,110.44","148,223.28","146,110.44","148,223.28",0.0,0.00,"72,680.00","35,600.00","72,680.00","35,600.00","1,287,314.05","1,380,063.76","1,464,173.14","1,627,759.73","176,859.09","247,695.97","1,154,810.00","1,230,519.10","1,212,110.00","1,446,569.10","57,300.00","216,050.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,"1,154,810.00","1,230,519.10","1,313,972.46","1,512,095.95","159,162.46","281,576.85","-132,504.05","-149,544.66","-150,200.68","-115,663.78","-17,696.63","33,880.88",0.00,0.00,"3,500.00","10,058.55","3,500.00","10,058.55",0.00,0.00,"29,182.46","29,926.85","29,182.46","29,926.85",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,浙江千手慈善基金会,2209.0
650,平潭县友松慈善基金会,0.00,0.00,"220,000.00","830,000.00","220,000.00","830,000.00",0.00,0.00,"15,681.43","91,446.21","15,681.43","91,446.21",0.0,0.00,0.00,0.00,0.00,0.00,0.00,"235,952.93",费用合计,0.00,0.00,35,0.00,0.00,"10,915,608.98","10,000,000.00","10,915,608.98","10,000,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,271.50,77.00,271.50,77.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,505117.81,0.0,505117.81,0.0,0.00,0.00,"11,424,127.80","10,000,000.00","11,424,127.80","10,000,000.00",0.00,0.00,"11,188,174.87",0.00,"11,188,174.87",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,401.01",0.00,"3,401.01",0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,平潭县友松慈善基金会,4233.0
651,中国教师发展基金会,"80,025.00","33,504,276.02","22,467,232.80","33,504,276.02","22,387,207.80",0.00,0.00,0.00,"1,783,078.06","2,208,199.28","1,783,078.06","2,208,199.28",0.0,0.00,0.00,0.00,0.00,0.00,"80,025.00","33,504,276.02","24,250,310.86","35,712,475.30","24,170,285.86","2,208,199.28","10,250,000.00","35,035,881.60","23,806,500.00","35,427,685.32","13,556,500.00","391,803.72",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,648,900.00","1,540,600.00","1,648,900.00","1,540,600.00",0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,"11,898,900.00","36,576,481.60","25,477,383.57","43,279,245.81","13,578,483.57","6,702,764.21","11,818,875.00","3,072,205.58","1,227,072.71","7,566,770.51","-10,591,802.29","4,494,564.93",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"21,983.57","6,310,960.49","21,983.57","6,310,960.49",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,中国教师发展基金会,238.0
652,重庆市急救医疗救助基金会,0.00,0.00,"914,825.40","812,350.00","914,825.40","812,350.00",0.00,0.00,"93,616.92","87,884.90","93,616.92","87,884.90",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,013,169.32","905,408.90","1,013,169.32","905,408.90",0.00,0.00,200.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,727.00","5,174.00","4,727.00","5,174.00",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,"64,933.81","52,406.20","64,933.81","52,406.20",0.00,0.00,"-948,235.51","-853,002.70","-948,235.51","-853,002.70",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"64,733.81","52,406.20","64,733.81","52,406.20",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,重庆市急救医疗救助基金会,3408.0
653,浙江农林大学教育基金会,"915,333.00","1,055,154.00","978,495.00","1,314,585.20","63,162.00","259,431.20",0.00,0.00,"28,744.06","14,188.40","28,744.06","14,188.40",0.0,0.00,0.00,0.00,0.00,0.00,"915,333.00","1,055,154.00","1,009,239.06","1,328,773.60","93,906.06","273,619.60","718,310.00","5,652,258.25","8,252,086.22","16,349,346.47","7,533,776.22","10,697,088.22",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,"718,310.00","5,652,258.25","8,445,518.43","16,552,097.47","7,727,208.43","10,899,839.22","-197,023.00","4,597,104.25","7,436,279.37","15,223,323.87","7,633,302.37","10,626,219.62",0.00,0.00,"2,000.00",0.00,"2,000.00",0.00,0.00,0.00,"193,432.21","202,751.00","193,432.21","202,751.00",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,浙江农林大学教育基金会,2208.0
654,秦皇岛市志愿服务基金会,0.00,0.00,"2,071,731.61","1,704,919.72","2,071,731.61","1,704,919.72",0.00,0.00,"120,852.60","138,995.06","120,852.60","138,995.06",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,192,584.21","1,843,914.78","2,192,584.21","1,843,914.78",0.00,0.00,"955,878.35","1,455,595.70","955,878.35","1,455,595.70",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,300000.0,0.0,300000.0,0.00,0.00,"970,878.97","1,767,222.77","970,878.97","1,767,222.77",0.00,0.00,"-1,221,705.24","-76,692.01","-1,221,705.24","-76,692.01",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"15,000.62","11,627.07","15,000.62","11,627.07",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,秦皇岛市志愿服务基金会,2838.0
655,嘉兴市教育基金会,"19,531,000.00","1,207,255.00","21,273,550.00","1,723,655.00","1,742,550.00","516,400.00",0.00,0.00,"26,510.38","44,025.46","26,510.38","44,025.46",0.0,0.00,0.00,0.00,0.00,0.00,"19,531,000.00","1,207,255.00","21,300,060.38","1,767,680.46","1,769,060.38","560,425.46","36,314,500.00","1,243,600.00","36,324,662.54","1,243,600.00","10,162.54",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,"36,314,500.00","1,243,600.00","37,660,118.34","2,149,235.95","1,345,618.34","905,635.95","16,783,500.00","36,345.00","16,360,057.96","381,555.49","-423,442.04","345,210.49",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,335,455.80","905,635.95","1,335,455.80","905,635.95",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,嘉兴市教育基金会,971.0
656,新昌县人民教育基金会,0.00,0.00,"2,363,980.00","542,328.00","2,363,980.00","542,328.00",0.00,0.00,"104,995.00","72,282.40","104,995.00","72,282.40",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,468,975.00","614,610.40","2,468,975.00","614,610.40",0.00,0.00,"3,952,000.00","664,500.00","3,952,000.00","664,500.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,"4,023,544.17","926,706.78","4,023,544.17","926,706.78",0.00,0.00,"1,554,569.17","312,096.38","1,554,569.17","312,096.38",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"71,544.17","262,206.78","71,544.17","262,206.78",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,新昌县人民教育基金会,1734.0
657,河北省东海爱心助学基金会,0.00,0.00,"200,000.00","300,000.00","200,000.00","300,000.00",0.00,0.00,"5,846.60","5,508.00","5,846.60","5,508.00",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"205,846.60","305,508.00","205,846.60","305,508.00",0.00,0.00,"200,000.00","300,000.00","200,000.00","300,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,"207,031.90","306,188.30","207,031.90","306,188.30",0.00,0.00,"1,185.30",680.30,"1,185.30",680.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,031.90","6,188.30","7,031.90","6,188.30",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,河北省东海爱心助学基金会,2045.0
658,金华市人民教育基金会,"2,510,000.00","572,280.00","2,510,000.00","572,280.00",0.00,0.00,0.00,0.00,"70,326.80","75,023.10","70,326.80","75,023.10",0.0,0.00,0.00,0.00,0.00,0.00,"2,510,000.00","572,280.00","2,662,614.80","931,241.10","152,614.80","358,961.10","147,250.00","1,381,300.00","155,000.00","1,454,000.00","7,750.00","72,700.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,"147,250.00","1,381,300.00","343,449.08","1,675,638.56","196,199.08","294,338.56","-2,362,750.00","809,020.00","-2,319,165.72","744,397.46","43,584.28","-64,622.54",0.00,0.00,"82,288.00","283,938.00","82,288.00","283,938.00",0.00,0.00,"188,449.08","221,638.56","188,449.08","221,638.56",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,金华市人民教育基金会,3106.0
659,浙江省残疾人福利基金会,"1,583,669.20","6,090,270.59","5,969,162.08","8,866,598.75","4,385,492.88","2,776,328.16",0.00,0.00,"902,528.66","871,911.58","902,528.66","871,911.58",0.0,0.00,0.00,0.00,0.00,0.00,"1,583,669.20","6,090,270.59","6,871,690.74","9,738,510.33","5,288,021.54","3,648,239.74","2,972,640.00","9,038,884.00","7,925,780.48","12,237,638.62","4,953,140.48","3,198,754.62",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,253763.74,273592.4,253763.74,273592.4,"2,972,640.00","9,038,884.00","8,597,656.27","12,762,071.17","5,625,016.27","3,723,187.17","1,388,970.80","2,948,613.41","1,725,965.53","3,023,560.84","336,994.73","74,947.43",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"418,112.05","250,840.15","418,112.05","250,840.15",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,浙江省残疾人福利基金会,2292.0
660,河南省拥军优属基金会,0.00,0.00,"531,225.00","708,466.08","531,225.00","708,466.08",0.00,0.00,"57,283.20","78,459.82","57,283.20","78,459.82",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"588,508.20","786,925.90","588,508.20","786,925.90",0.00,0.00,"699,651.97","41,200.00","699,651.97","41,200.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,"981,963.22","220,193.51","981,963.22","220,193.51",0.00,0.00,"393,455.02","-566,732.39","393,455.02","-566,732.39",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"282,311.25","178,993.51","282,311.25","178,993.51",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,河南省拥军优属基金会,2127.0
661,福建省王清海职业教育基金会,0.00,0.00,"1,101,701.80","496,700.00","1,101,701.80","496,700.00",0.00,0.00,"11,921.20","10,272.30","11,921.20","10,272.30",0.0,0.00,0.00,0.00,0.00,0.00,0.00,"1,113,623.00",费用合计,0.00,0.00,35,0.00,0.00,"1,100,000.00","478,754.00","1,100,000.00","478,754.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,970.00",0.00,"2,970.00",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,"1,114,224.43","489,558.96","1,114,224.43","489,558.96",0.00,0.00,601.43,"-20,383.34",601.43,"-20,383.34",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"14,224.43","10,804.96","14,224.43","10,804.96",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,福建省王清海职业教育发展基金会,2809.0
662,甘肃省公安民警英烈基金会,0.00,0.00,"873,600.00","620,570.10","873,600.00","620,570.10",0.00,0.00,"54,125.80","55,121.80","54,125.80","55,121.80",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"928,236.80","675,840.40","928,236.80","675,840.40",0.00,0.00,"2,200,000.00","1,200,000.00","2,200,000.00","1,200,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,"2,502,201.55","1,803,650.02","2,502,201.55","1,803,650.02",0.00,0.00,"1,573,964.75","1,127,809.62","1,573,964.75","1,127,809.62",0.00,0.00,511.00,148.50,511.00,148.50,0.00,0.00,"302,201.55","603,650.02","302,201.55","603,650.02",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,甘肃省公安民警英烈基金会,2696.0
663,韩美林艺术基金会,0.00,0.00,"1,846,584.39","5,090,269.27","1,846,584.39","5,090,269.27",0.00,0.00,"204,280.42","202,051.30","204,280.42","202,051.30",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,051,014.81","5,297,624.95","2,051,014.81","5,297,624.95",0.00,0.00,"620,000.00","7,810,000.00","620,000.00","7,810,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00,"5,304.38",150.00,"5,304.38",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,"683,011.28","7,852,260.55","683,011.28","7,852,260.55",0.00,0.00,"-1,368,003.53","2,554,635.60","-1,368,003.53","2,554,635.60",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"63,011.28","42,260.55","63,011.28","42,260.55",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,韩美林艺术基金会,3279.0
664,宁波市职工救急济难基金会,0.00,0.00,"1,771,007.00","895,000.00","1,771,007.00","895,000.00",0.00,0.00,"8,592.48","4,647.48","8,592.48","4,647.48",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,779,599.48","899,647.48","1,779,599.48","899,647.48",0.00,0.00,"1,303,107.50","1,044,913.62","1,303,107.50","1,044,913.62",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,"1,483,590.46","1,206,958.52","1,483,590.46","1,206,958.52",0.00,0.00,"-296,009.02","307,311.04","-296,009.02","307,311.04",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"180,482.96","162,044.90","180,482.96","162,044.90",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,宁波市职工救急济难基金会,1178.0
665,广西残疾人福利基金会,"4,914,453.00","1,018,087.50","5,966,191.60","2,127,034.10","1,051,738.60","1,108,946.60",0.00,0.00,"85,079.40","133,624.87","85,079.40","133,624.87",0.0,0.00,0.00,0.00,0.00,0.00,"4,914,453.00","1,018,087.50","6,051,271.00","2,260,658.97","1,136,818.00","1,242,571.47","688,683.00","2,327,500.00","2,152,332.50","4,560,515.60","1,463,649.50","2,233,015.60",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"200,000.00","220,000.00","200,000.00","220,000.00",,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,"924,183.00","2,327,500.00","2,723,100.78","4,861,895.08","1,798,917.78","2,534,395.08","-3,990,270.00","1,309,412.50","-3,328,170.22","2,601,236.71","662,099.78","1,291,824.21",0.00,0.00,0.00,0.00,0.00,0.00,"235,500.00",0.00,"370,768.28","81,379.48","135,268.28","81,379.48",0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,广西残疾人福利基金会,1634.0
666,宁夏中和慈善基金会,0.00,0.00,0.00,"28,030.00",0.00,"28,030.00",0.00,0.00,0.00,"1,970.00",0.00,"1,970.00",0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"30,000.00",0.00,"30,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,499.06,0.00,499.06,0.00,0.00,0.00,"-29,500.94",0.00,"-29,500.94",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,499.06,0.00,499.06,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016,宁夏中和慈善基金会,5624.0
