机构ID	机构名称	数据年度	接受捐赠收到的现金	收取会员费收到的现金	提供服务收到的现金	销售商品收到的现金	政府补贴收到的现金	收到的与其他业务有关的现金	业务活动现金流入小计	提供捐赠或者资助支付的现金	支付给员工以及员工支付的现金	购买商品接受服务支付的现金	支付的其他与业务有关的现金	业务活动现金流出小计	业务活动产生的现金净流量	收回投资所收到的现金	取得投资收益所收到的现金	处置固定资产和无形资产所收回的现金	收到的其他与投资有关的现金	投资活动现金流入小计	购建固定资产和无形资产所支付的现金	对外投资所支付的现金	支付的其他与投资活动有关的现金	投资活动现金流出小计	投资活动产生的现金流量净额	借款所收到的现金	收到的其他与筹资活动有关的现金	筹资活动现金流入小计	偿还借款所支付的现金	偿还利息所支付的现金	支付的其他与筹资活动有关的现金	筹资活动现金流出小计	筹措活动产生的现金流量净额	汇率变动对现金的影响	现金及现金等价物净增加额
1934	江苏海协教育基金会	2014	869,600.00	0.00	0.00	0.00	0.00	97,396.66	966,996.66	1,104,118.00	0.00	3,000.00	560.50	1,107,678.50	-140,681.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-140,681.84
1935	江苏海澜教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12,160,000.00	0.00	11,000.00	890,607.66	13,061,607.66	-13,061,607.66	86,000,000.00	9,201,873.97	0.00	15,491,830.19	110,693,704.16	0.00	0.00	0.00	0.00	110,693,704.16	8,000,000.00	47,569.04	8,047,569.04	0.00	0.00	0.00	0.00	8,047,569.04	0.00	105,679,665.54
1936	江苏熔盛爱心基金会	2014	0.00	0.00	0.00	0.00	0.00	220,500.05	220,500.05	507,800.00	56,916.00	11,700.00	494.20	576,910.20	-356,410.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-356,410.15
1937	江苏牛尾英才助学基金会	2014	0.00	0.00	0.00	0.00	0.00	35,911.11	35,911.11	105,000.00	0.00	0.00	1,892.50	106,892.50	-70,981.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-70,981.39
1938	江苏现代农民创业基金会	2014	2,075,000.00	0.00	0.00	0.00		63,251.12	2,138,251.12	350,000.00	0.00	0.00	32,650.20	382,650.20	1,755,600.92	7,000,000.00	0.00	0.00	0.00	7,000,000.00	0.00	10,000,000.00	0.00	10,000,000.00	-3,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,244,399.08
1939	江苏理工学院教育发展基金会	2014	694,830.20	0.00	0.00	0.00	0.00	117,785.85	812,616.05	25,020,000.00	0.00	5,110.50	0.00	25,025,110.50	-24,212,494.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-24,212,494.45
1940	江苏盐阜扶贫济困基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	31,600.00	0.00	0.00	4,000.00	35,600.00	-35,600.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-35,600.00
1941	江苏省中医院医学发展医疗救助基金会	2014	4,476,508.78	0.00	0.00	0.00	0.00	22,559.09	4,499,067.87	0.00	0.00	0.00	548,217.25	548,217.25	3,950,850.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,950,850.62
1942	江苏省儿童少年福利基金会	2014	16,710,916.77	0.00	0.00	0.00	1,500,000.00	3,776,584.23	21,987,501.00	14,595,335.60	768,023.80	325,047.16	106,602.37	15,795,008.93	6,192,492.07	0.00	1,181,547.23	0.00	0.00	1,181,547.23	10,600.00	0.00	0.00	10,600.00	1,170,947.23	0.00	97,134.12	97,134.12	0.00	0.00	0.00	0.00	97,134.12	0.00	7,460,573.42
1943	江苏省关心下一代基金会	2014	2,560,570.00	0.00	0.00	0.00	0.00	18,987.62	2,579,557.62	3,664,508.40	76,431.20	23,515.90	0.00	3,764,455.50	-1,184,897.88	2,000,000.00	1,965,589.04	0.00	50,000.00	4,015,589.04	14,984.00	2,150,000.00	200,000.00	2,364,984.00	1,650,605.04	0.00	0.00	0.00	0.00	0.00	272,563.11	272,563.11	-272,563.11	0.00	193,144.05
1944	江苏省华侨公益基金会	2014	10,376,608.10	0.00	0.00	0.00	0.00	7,597.66	10,384,205.76	4,762,193.80	0.00	0.00	249,709.35	5,011,903.15	5,372,302.61	0.00	675,000.00	0.00	0.00	675,000.00	0.00	0.00	5,000,000.00	5,000,000.00	-4,325,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3,166.11	1,044,136.50
1945	江苏省华夏三农事业发展基金会	2014	0.00	0.00	0.00	0.00	0.00	617,805.83	617,805.83	750,000.00	22,000.00	0.00	39,991.16	811,991.16	-194,185.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-194,185.33
1947	江苏省南京工程高等职业学校教育发展基金会	2014	838,000.00	0.00	0.00	0.00	0.00	211,714.62	1,049,714.62	815,500.00	0.00	3,235.00	0.00	818,735.00	230,979.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-72.00	-72.00	0.00	0.00	0.00	0.00	-72.00	0.00	230,907.62
1948	江苏省发展体育基金会	2014	10,544,500.00	0.00	0.00	0.00	350,000.00	654,163.84	11,548,663.84	13,095,628.70	575,989.50	0.00	1,242,168.25	14,913,786.45	-3,365,122.61	0.00	2,700,000.00	0.00	0.00	2,700,000.00	109,943.00	70,000.00	0.00	179,943.00	2,520,057.00	0.00	0.00	0.00	0.00	0.00	68,691.13	68,691.13	-68,691.13	0.00	-913,756.74
1949	江苏省常州建设高等职业技术学校教育发展基金会	2014	4,978,399.94	0.00	0.00	0.00	0.00	84,881.63	5,063,281.57	139,920.00	0.00	3,354,355.40	0.00	3,494,275.40	1,569,006.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	541.30	541.30	-541.30	0.00	1,568,464.87
1950	江苏省扬州中学教育发展基金会	2014	649,800.00	0.00	0.00	0.00	0.00	298,220.38	948,020.38	579,800.00	0.00	36,102.00	0.00	615,902.00	332,118.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	332,118.38
1951	江苏省扶贫基金会	2014	3,720,000.00	0.00	0.00	0.00	650,000.00	29,726,107.44	34,096,107.44	3,069,402.10	40,500.00	0.00	35,276,599.60	38,386,501.70	-4,290,394.26	0.00	939,226.06	0.00	0.00	939,226.06	0.00	0.00	0.00	0.00	939,226.06	5,000,000.00	0.00	5,000,000.00	0.00	0.00	0.00	0.00	5,000,000.00	0.00	1,648,831.80
1952	江苏省教育基金会	2014	600.00	0.00	0.00	500,000.00	1,821,770.38	0.00	2,322,370.38	3,637,903.00	0.00	396,071.97	475.00	4,034,449.97	-1,712,079.59	0.00	0.00	0.00	0.00	0.00	232,630.00	0.00	0.00	232,630.00	-232,630.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,944,709.59
1953	江苏省文化发展基金会	2014	0.00	0.00	0.00	0.00	1,200,000.00	1,858,739.80	3,058,739.80	2,405,077.34	55,800.00	100,259.39	20,546,900.00	23,108,036.73	-20,049,296.93	20,000,000.00	0.00	0.00	0.00	20,000,000.00	136,160.00	0.00	0.00	136,160.00	19,863,840.00	0.00	0.00	0.00	0.00	0.00	-39,396.19	-39,396.19	39,396.19	0.00	-146,060.74
1954	江苏省星美生育关怀基金会	2014	300,000.00	0.00	0.00	0.00	0.00	71,223.46	371,223.46	127,200.00	0.00	225,200.00	75,463.70	427,863.70	-56,640.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-56,640.24
1955	江苏省残疾人福利基金会	2014	1,153,200.00	0.00	0.00	0.00	700,000.00	15,000.00	1,868,200.00	179,026.00	458,745.09	597,131.32	59,663.67	1,294,566.08	573,633.92	12,000,000.00	2,771,977.77	0.00	0.00	14,771,977.77	6,500.00	36,000,000.00	0.00	36,006,500.00	-21,234,522.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-20,660,888.31
1956	江苏省法律援助基金会	2014	3,791,322.45	0.00	0.00	0.00	0.00	41,665.75	3,832,988.20	7,323,341.00	176,485.80	0.00	591,643.10	8,091,469.90	-4,258,481.70	25,087,200.96	9,130,190.47	0.00	0.00	34,217,391.43	10,290.00	30,000,000.00	0.00	30,010,290.00	4,207,101.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-51,380.27
1957	江苏省泰州中学教育发展基金会	2014	4,337,000.00	0.00	0.00	0.00	0.00	2,566,496.67	6,903,496.67	5,080,000.00	31,500.00	8,551.00	20,785.50	5,140,836.50	1,762,660.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,762,660.17
1958	江苏省海门中学教育发展基金会	2014	11,876,271.00	0.00	0.00	0.00	0.00	0.00	11,876,271.00	1,907,752.00	26,000.00	0.00	12,511.00	1,946,263.00	9,930,008.00	25,400,000.00	3,419,000.00	0.00	0.00	28,819,000.00	0.00	34,000,000.00	150,136.00	34,150,136.00	-5,331,136.00	0.00	11,486.59	11,486.59	0.00	0.00	509.00	509.00	10,977.59	0.00	4,609,849.59
1959	江苏省美德基金会	2014	4,470,000.00	0.00	0.00	0.00	0.00	569,899.00	5,039,899.00	5,841,139.00	0.00	0.00	2,572.70	5,843,711.70	-803,812.70	0.00	291,388.91	0.00	0.00	291,388.91	0.00	0.00	35,000,000.00	35,000,000.00	-34,708,611.09	0.00	36,400,000.00	36,400,000.00	0.00	0.00	0.00	0.00	36,400,000.00	0.00	887,576.21
1960	江苏省老龄事业发展基金会	2014	3,078,289.43	0.00	0.00	0.00	300,000.00	-1,889,127.14	1,489,162.29	3,407,453.04	0.00	272,885.06	0.00	3,680,338.10	-2,191,175.81	1,000,000.00	1,100,000.00	104,644.92	0.00	2,204,644.92	49,954.00	0.00	0.00	49,954.00	2,154,690.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-36,484.89
1961	江苏省见义勇为基金会	2014	1,010,000.00	0.00	0.00	0.00	2,000,000.00	88,421.73	3,098,421.73	3,028,608.71	175,541.10	36,710.60	1,650.00	3,242,510.41	-144,088.68	0.00	4,927,973.61	0.00	0.00	4,927,973.61	0.00	0.00	0.00	0.00	4,927,973.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,783,884.93
1962	江苏省豪爵慈善基金会	2014	500,000.00	0.00	0.00	0.00	0.00	265,832.87	765,832.87	800,000.00	0.00	0.00	2,703.00	802,703.00	-36,870.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-36,870.13
1963	江苏省青少年发展基金会	2014	23,256,017.17	0.00	0.00	0.00	0.00	875,049.52	24,131,066.69	21,784,752.31	0.00	227,186.16	0.00	22,011,938.47	2,119,128.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,119,128.22
1966	江苏秉龙慈善基金会	2014	50,000.00	0.00	0.00	0.00	0.00	1,868,480.00	1,918,480.00	1,421,794.00	0.00	97,869.46	0.00	1,519,663.46	398,816.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3,197.87	-3,197.87	3,197.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	402,014.41
1967	江苏科技大学教育发展基金会	2014	1,988,749.00	0.00	0.00	0.00	0.00	6,972,641.68	8,961,390.68	17,441,994.24	0.00	35,585.00	0.00	17,477,579.24	-8,516,188.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	691,224.92	691,224.92	0.00	0.00	0.00	0.00	691,224.92	0.00	-7,824,963.64
1968	江苏经贸职业技术学院教育发展基金会	2014	721,900.00	0.00	0.00	0.00	0.00	4,577.76	726,477.76	3,590,850.00	0.00	22,885.00	0.00	3,613,735.00	-2,887,257.24	0.00	0.00	0.00	0.00	0.00	20,000.00	0.00	0.00	20,000.00	-20,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2,907,257.24
1969	江苏联创爱心基金会	2014	0.00	0.00	0.00	0.00	0.00	544.89	544.89	0.00	0.00	0.00	2,262.00	2,262.00	-1,717.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,717.11
1970	江苏言恭达文化基金会	2014	3,180,000.00	0.00	0.00	0.00	0.00	1,448,716.61	4,628,716.61	3,307,108.00	84,000.00	0.00	102,204.95	3,493,312.95	1,135,403.66	0.00	131,967.30	0.00	0.00	131,967.30	49,199.00	1,220,000.00	0.00	1,269,199.00	-1,137,231.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,828.04
1971	江苏警官学院教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	845,127.97	845,127.97	287,454.00	0.00	2,500.00	0.00	289,954.00	555,173.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	555,173.97
1972	江苏费孝通教育基金会	2014	9,327,842.00	0.00	0.00	0.00	0.00	12,968.81	9,340,810.81	1,029,842.00	48,000.00	0.00	8,018,130.00	9,095,972.00	244,838.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	244,838.81
1974	江苏远东慈善基金会	2014	8,584,219.22	0.00	0.00	0.00	0.00	4,471.51	8,588,690.73	8,132,409.84	172,002.43	0.00	260,771.22	8,565,183.49	23,507.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23,507.24
1975	江苏邦德爱心基金会	2014	259,210.00	0.00	0.00	0.00	0.00	420,447.74	679,657.74	443,207.20	133,218.39	0.00	63,248.86	639,674.45	39,983.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	39,983.29
1976	江苏郑和航海文化基金会	2014	2,000,000.00	0.00	0.00	0.00	0.00	175.02	2,000,175.02	0.00	0.00	14,000.00	34,142.76	48,142.76	1,952,032.26	0.00	106,807.01	0.00	0.00	106,807.01	0.00	0.00	2,820.00	2,820.00	103,987.01	53,000.00	0.00	53,000.00	0.00	0.00	0.00	0.00	53,000.00	0.00	2,109,019.27
1978	江苏金陵旅游教育发展基金会	2014	206,904.60	0.00	0.00	0.00	0.00	21,274.56	228,179.16	0.00	0.00	0.00	2,560.00	2,560.00	225,619.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	225,619.16
1979	江苏铁军文化发展基金会	2014	2,203,000.00	0.00	0.00	0.00	0.00	0.00	2,203,000.00	1,230,000.00	0.00	0.00	13,792.00	1,243,792.00	959,208.00	200,000.00	450,000.00	0.00	0.00	650,000.00	0.00	0.00	0.00	0.00	650,000.00	0.00	29,527.78	29,527.78	0.00	0.00	239,324.60	239,324.60	-209,796.82	0.00	1,399,411.18
1980	江苏长新爱心救助基金会	2014	105,000.00	0.00	0.00	0.00	0.00	0.00	105,000.00	161,970.00	0.00	0.00	10,063.00	172,033.00	-67,033.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-67,033.00
1981	江苏长江平民教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1982	江苏阳光帮扶基金会	2014	1,991,663.60	0.00	0.00	0.00	0.00	16,726.80	2,008,390.40	262,000.00	0.00	0.00	2,135.00	264,135.00	1,744,255.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,744,255.40
1983	江苏陶欣伯助学基金会	2014	402,637,000.00	0.00	0.00	0.00	0.00	630,789.50	403,267,789.50	17,189,433.60	612,273.20	0.00	14,265,518.72	32,067,225.52	371,200,563.98	256,300,000.00	21,734,088.47	0.00	0.00	278,034,088.47	202,136.00	654,300,000.00	0.00	654,502,136.00	-376,468,047.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2,276,709.88	-7,544,193.43
1984	江苏韩培信扶持响水孤儿贫困学生教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	563,220.00	0.00	0.00	43,675.00	606,895.00	-606,895.00	800,000.00	607,938.36	0.00	0.00	1,407,938.36	0.00	0.00	0.00	0.00	1,407,938.36	0.00	0.00	0.00	0.00	0.00	-19,229.97	-19,229.97	19,229.97	0.00	820,273.33
1993	江西泰豪动漫职业学院教育基金会	2014	2,000,000.00	0.00	0.00	0.00	0.00	26,083.99	2,026,083.99	1,114,200.00	0.00	0.00	5,538.70	1,119,738.70	906,345.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	906,345.29
1998	江西省农村信用社百福慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12,723,700.00	51,465.21	0.00	10,795.00	12,785,960.21	-12,785,960.21	16,490,000.00	0.00	0.00	0.00	16,490,000.00	0.00	0.00	6,000,000.00	6,000,000.00	10,490,000.00	0.00	24,597.48	24,597.48	0.00	0.00	0.00	0.00	24,597.48	0.00	-2,271,362.73
2001	江西省德兴市教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2002	江西省抚州市临川区教育基金会	2014	218,487.30	0.00	0.00	0.00	0.00	2,354.55	220,841.85	444,000.00	3,600.00	0.00	28,332.68	475,932.68	-255,090.83	5,570,000.00	354,980.18	0.00	0.00	5,924,980.18	0.00	4,000,000.00	0.00	4,000,000.00	1,924,980.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,669,889.35
2005	江西省残疾人福利基金会	2014	2,750,601.00	0.00	0.00	0.00	0.00	11,197.17	2,761,798.17	2,317,084.50	438,573.10	90,215.40	222,604.10	3,068,477.10	-306,678.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	232,621.46	232,621.46	-232,621.46	0.00	-539,300.39
2007	江西省煌上煌爱心基金会	2014	620,000.00	0.00	0.00	0.00	0.00	7,108.82	627,108.82	496,637.00	0.00	0.00	3,374.20	500,011.20	127,097.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	127,097.62
2011	江西省萍乡城北地产教育基金会	2014	650,000.00	0.00	0.00	0.00	0.00	0.00	650,000.00	1,128,237.80	0.00	0.00	1,483,739.63	2,611,977.43	-1,961,977.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,870.57	1,870.57	0.00	0.00	542.50	542.50	1,328.07	0.00	-1,960,649.36
2012	江西省青少年发展基金会	2014	23,657,026.46	0.00	0.00	0.00	0.00	945,654.24	24,602,680.70	19,343,061.00	175,879.85	0.00	484,817.87	20,003,758.72	4,598,921.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	205,928.07	205,928.07	-205,928.07	0.00	4,392,993.91
2013	江西省革命老区爱心基金会	2014	930,363.00	0.00	0.00	0.00	0.00	1,000,000.00	1,930,363.00	4,717,218.78	252,600.00	117,354.70	5,087,173.49	10,174,346.97	-8,243,983.97	0.00	0.00	0.00	0.00	0.00	2,250.00	0.00	0.00	2,250.00	-2,250.00	0.00	259,672.81	259,672.81	0.00	0.00	0.00	0.00	259,672.81	0.00	-7,986,561.16
2014	江西科技学院基金会	2014	0.00	0.00	0.00	0.00	0.00	724.63	724.63	680,920.00	0.00	0.00	5,579.46	686,499.46	-685,774.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-685,774.83
2015	江西财经大学教育发展基金会	2014	4,926,535.00	0.00	0.00	0.00	0.00	815,997.43	5,742,532.43	2,496,755.30	0.00	0.00	773.80	2,497,529.10	3,245,003.33	11,000,000.00	0.00	0.00	0.00	11,000,000.00	2,000,000.00	0.00	0.00	2,000,000.00	9,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12,245,003.33
2019	江门市五邑侨乡文化基金会	2014	0.00	0.00	0.00	0.00	0.00	760,791.65	760,791.65	730,000.00	140.00	0.00	404,083.42	1,134,223.42	-373,431.77	33,617,900.00	0.00	0.00	0.00	33,617,900.00	0.00	33,617,900.00	0.00	33,617,900.00	0.00	0.00	350,000.00	350,000.00	0.00	0.00	57,500.00	57,500.00	292,500.00	0.00	-80,931.77
2022	江阴伟成师生教育基金会	2014	0.00	0.00	0.00	0.00	0.00	2,069.82	2,069.82	896,950.00	82,800.00	3,208.00	10.00	982,968.00	-980,898.18	8,713,910.97	1,829,453.91	0.00	0.00	10,543,364.88	0.00	12,000,000.00	0.00	12,000,000.00	-1,456,635.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2,437,533.30
2023	江阴北缪家爱心基金会	2014	1,494,000.00	0.00	0.00	0.00	0.00	300,000.00	1,794,000.00	943,200.00	0.00	0.00	546,071.50	1,489,271.50	304,728.50	0.00	572,500.00	0.00	0.00	572,500.00	0.00	0.00	0.00	0.00	572,500.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	877,228.50
2024	江阴市新沟村慈爱基金会	2014	166,500.00	0.00	0.00	0.00	0.00	110.05	166,610.05	322,900.00	0.00	0.00	4,044.00	326,944.00	-160,333.95	0.00	150,000.00	0.00	0.00	150,000.00	0.00	0.00	0.00	0.00	150,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-10,333.95
2025	江阴市朱蒋巷帮扶基金会	2014	422,400.00	0.00	0.00	0.00	0.00	100,000.00	522,400.00	809,312.00	0.00	0.00	550,358.80	1,359,670.80	-837,270.80	0.00	829,233.63	0.00	0.00	829,233.63	0.00	0.00	0.00	0.00	829,233.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-8,037.17
2026	江阴市见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	482,646.26	482,646.26	276,500.00	37,985.00	0.00	0.00	314,485.00	168,161.26	0.00	0.00	0.00	0.00	0.00	0.00	2,000,000.00	0.00	2,000,000.00	-2,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,831,838.74
2027	江阴市陆丰村关爱帮扶基金会	2014	0.00	0.00	0.00	0.00	0.00	1,100,365.82	1,100,365.82	766,450.00	0.00	0.00	2,300.00	768,750.00	331,615.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	331,615.82
2028	江阴市陆桥社区关爱帮扶基金会	2014	0.00	0.00	0.00	0.00	0.00	60,589.84	60,589.84	0.00	0.00	0.00	183,543.00	183,543.00	-122,953.16	0.00	180,000.00	0.00	0.00	180,000.00	0.00	0.00	0.00	0.00	180,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	57,046.84
2029	江阴长龄助学扶贫基金会	2014	2,400,000.00	0.00	0.00	0.00	0.00	1,290,883.74	3,690,883.74	1,696,514.00	76,000.00	0.00	633,593.00	2,406,107.00	1,284,776.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,284,776.74
2030	汨罗市教师奖励基金会	2014	488,026.00	0.00	0.00	0.00	320,000.00	1,888.85	809,914.85	1,066,322.00	0.00	0.00	24,553.50	1,090,875.50	-280,960.65	0.00	526,250.00	0.00	0.00	526,250.00	0.00	0.00	0.00	0.00	526,250.00	0.00	0.00	0.00	0.00	0.00	71,838.00	71,838.00	-71,838.00	0.00	173,451.35
2031	沈阳市公安民警英烈救助基金会	2014	2,130,000.00	0.00	0.00	0.00	0.00	50,945.99	2,180,945.99	8,249,000.00	0.00	0.00	9,770.50	8,258,770.50	-6,077,824.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-6,077,824.51
2032	沈阳市教育基金会	2014	16,028,432.60	0.00	0.00	0.00	500,000.00	879,005.83	17,407,438.43	14,651,186.94	0.00	0.00	830,356.06	15,481,543.00	1,925,895.43	0.00	451,646.49	0.00	0.00	451,646.49	15,460.00	2,000,000.00	0.00	2,015,460.00	-1,563,813.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	362,081.92
2033	沈阳市残疾人福利基金会	2014	1,435,126.00	0.00	0.00	0.00	0.00	49,870.82	1,484,996.82	1,516,553.50	0.00	155,600.00	176,359.51	1,848,513.01	-363,516.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-363,516.19
2034	沈阳市职工爱心慈善基金会	2014	6,704,795.50	0.00	0.00	0.00	450,000.00	1,082,200.72	8,236,996.22	8,540,805.79	248,302.77	56,029.90	104,778.71	8,949,917.17	-712,920.95	0.00	0.00	0.00	0.00	0.00	1,299.00	0.00	0.00	1,299.00	-1,299.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-714,219.95
2035	沈阳市见义勇为基金会	2014	1,000,000.00	0.00	0.00	0.00	0.00	32,338.08	1,032,338.08	5,750.00	121,200.00	0.00	8,708.00	135,658.00	896,680.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	896,680.08
