	address	cert_valid_thru	dist	est_date	init_fund	inst_nm	inst_type	phone_num	prov	reg_dept	repre	spv_dept	status	uscc	website	wrk_domain
2594	北京市海淀区中关村大街１８号８层０３－２５３	至 2022-07-09		2017-07-10	2000000.00 （单位：元 / 万元）	北京慈心若水慈善基金会	基金会			北京市民政局	杜敏华	无	正常	53110000MJ01777884		资助扶贫、济困、助学、赈灾救助公益活动。
2595	北京市海淀区清华东路１６号３号楼２０１室	至 2022-07-09		2017-07-10	2000000.00 （单位：元 / 万元）	北京伟达岩石力学科技发展基金会	基金会			北京市民政局	何满潮	无	正常	53110000MJ0177796Y		资助岩石力学科技领域的学术研究、学术交流、技术研发等公益活动。
2596	北京市海淀区信息路甲２８号Ｄ座０６Ｂ－６０５７	至 2022-07-10		2017-07-11	2000000.00 （单位：元 / 万元）	北京海燕公益基金会	基金会			北京市民政局	雷丽莎	无	正常	53110000MJ0177809L		（一）资助扶贫、济困、助老、助残、助孤公益活动；？（二）资助贫困患者医疗救助。
2597	北京市朝阳区慧忠里４１７号楼２－３－４	至 2022-07-10		2017-07-11	2000000.00 （单位：元 / 万元）	北京福宁公益基金会	基金会			北京市民政局	孙子昌	无	正常	53110000MJ0177817F		资助扶贫、济困、扶老、救孤、助医、助学公益项目。
2598	北京市西城区闹市口大街１号长安兴融中心４号楼１１层１１Ａ	至		2017-07-11	30000000.00 （单位：元 / 万元）	北京长安投资公益基金会	基金会			北京市民政局	韩丽	无	正常	53110000MJ0177825A		资助扶贫、济困、助学、扶老、恤病、救孤；？资助自然灾害、事故灾难和公共卫生事件等造成的损害。
2599	北京市朝阳区建国门北大街５号金成建国５号１５２８	至 2022-07-10		2017-07-11	2000000.00 （单位：元 / 万元）	北京恒爱慈助公益基金会	基金会			北京市民政局	胡忠信	无	正常	53110000MJ01778335		资助扶贫、济困、助医、助学、助老公益活动。
2600	北京市朝阳区东三环中路３９号院１６号楼０６０６	至 2022-07-12		2017-07-13	2000000.00 （单位：元 / 万元）	北京尤迈慈善基金会	基金会			北京市民政局	陈森林	无	正常	53110000MJ01778410		资助贫困病患就医，资助贫困生就学。
2601	北京市海淀区静土寺２７号楼６层６１８号房间	至 2022-07-31		2017-08-01	2000000.00 （单位：元 / 万元）	北京北国江城公益基金会	基金会			北京市民政局	杨斌	无	正常	53110000MJ017785XP		资助扶贫、济困、助学、助残、助老公益活动。
2602	北京市海淀区紫竹院路３１号嘉慧苑１６０８室	至 2022-07-31		2017-08-01	2000000.00 （单位：元 / 万元）	北京盛至奕达公益基金会	基金会			北京市民政局	邓泽森	无	正常	53110000MJ0177868P		资助贫困患者医疗救助，资助贫困学生就学。
2603	北京市朝阳区建国路８９号院１号楼１０６室。	至 2022-08-02		2017-08-03	2000000.00 （单位：元 / 万元）	北京华贸公益基金会	基金会			北京市民政局	郝群	无	正常	53110000MJ0177876J		资助扶贫、济困、助学、助残的公益活动。
2604	北京市朝阳区新源南路８号院４号楼３层１５Ｂ单元。	至 2022-08-02		2017-08-03	8000000.00 （单位：元 / 万元）	北京启皓文化基金会	基金会			北京市民政局	唐雪松	北京市文化局	正常	53110000MJ0177884D		资助视觉艺术人才和公益项目以及成果展览展示；资助和开展文化艺术研究和学术交流公益项目；
2605	北京市石景山区八角东街融科创意中心Ａ座１５０２室	至 2022-08-02		2017-08-03	2000000.00 （单位：元 / 万元）	北京爱心金羽翼慈善基金会	基金会			北京市民政局	张晖	无	正常	53110000MJ01778928		资助自闭症人群早期筛查、干预；资助自闭症的研究、宣传和康复教育。
2606	北京市朝阳区呼家楼新苑四号楼５０１内Ｂ室	至 2022-08-16		2017-08-17	2000000.00 （单位：元 / 万元）	北京精农公益基金会	基金会			北京市民政局	康捷	无	正常	53110000MJ0177905X		资助扶贫．济困．助医．助学．助残．灾害救助的公益活动
2607	内蒙古杭锦后旗顺利实验学校	2011-09-18 至 2014-09-01		2013-10-25	200.00 （单位：元 / 万元）	内蒙古双秀农村教育发展基金会	基金会	13500688531		内蒙古自治区民政厅	于京隆	内蒙古自治区教育厅	正常	53150000082168789G		接受境外个人、团体捐赠，合理实现基金增值资助农村学校发展
2608	内蒙古自治区赤峰市新城区大明街３０号赤峰市教育局楼内４０１、４０５、４１０室	至		2013-11-11	400.00 （单位：元 / 万元）	赤峰市人民教育基金会	基金会	0476-833627		内蒙古自治区民政厅	斯日古楞	内蒙古自治区教育厅	正常	53150000082169511C		nan
2609	内蒙古自治区锡林浩特市那达慕大街１２２号（原锡林郭勒职业学院院内）	至		2013-10-21	400.00 （单位：元 / 万元）	锡林郭勒盟扶贫基金会	基金会	13514796664		内蒙古自治区民政厅	乌云毕力格	内蒙古自治区扶贫办	正常	531500000821824176		nan
2610	内蒙古自治区呼和浩特市金川开发区金二道	2013-11-18 至		2013-11-18	200.00 （单位：元 / 万元）	内蒙古元和爱心基金会	基金会	0471-324500		内蒙古自治区民政厅	张云升	内蒙古自治区民政厅	正常	531500000821888279		国家和社会主义团体导致的公益救助，困难群众及个人的公益救助
2611	内蒙古自治区呼和浩特市回民区新街坊十五楼３０２号	2012-05-03 至 2032-05-02		2014-04-30	200.00 （单位：元 / 万元）	内蒙古大丰现代公益基金会	基金会	13804710937		内蒙古自治区民政厅	吴锦凤	直接登记	正常	53150000098158454C		管理使用本基金会，帮扶新势力群体，支持社会公益事业发展
2612	内蒙古自治区呼和浩特市回民区工农兵路西侧昌盛小区２＃办公楼５楼	至		2015-01-27	200.00 （单位：元 / 万元）	内蒙古慧聪公益基金会	基金会	0471-516551		内蒙古自治区民政厅	郭凡生	直接登记	正常	531500003185786543		一、资助中国民营经济领域的相关调查及理论研究；二、资助文化交流的组织传播；三、资助贫困学生的帮扶与助学
2613	内蒙古自治区呼和浩特市新城区成吉思汗大街２８号内蒙古体育馆	2015-06-12 至 2017-12-31		2015-06-12	400.00 （单位：元 / 万元）	内蒙古体育发展基金会	基金会	0471-639612		内蒙古自治区民政厅	张短兵	内蒙古自治区体育局	正常	531500003414550469		募集资金、资助公益体育；扶植体育人才；促进体育和基金会间的交流；办理政府委托的相关事宜；开展专项捐赠；管理自愿捐赠和支持体育产业
2614	内蒙古自治区呼和浩特市新城区迎宾南路４	2003-08-06 至 2005-12-31		1986-06-19	400.00 （单位：元 / 万元）	内蒙古自治区儿童基金会	基金会	15582900784		内蒙古自治区民政厅	杨紫珍	内蒙古自治区教育厅	正常	53150000460050391T		扶贫
2615	内蒙古自治区呼和浩特市新城区呼伦北路残联	2005-12-22 至 2007-12-31		2007-03-21	160.00 （单位：元 / 万元）	内蒙古自治区残疾人福利基金会	基金会	0471-510321		内蒙古自治区民政厅	玉荣	内蒙古自治区残疾人联合会	正常	53150000502698736E		扶残
2616	内蒙古自治区呼和浩特新城南街１２１号	2011-03-15 至 2014-06-30		1991-11-08	400.00 （单位：元 / 万元）	内蒙古自治区人民教育基金会	基金会	0471-691900		内蒙古自治区民政厅	赵忠	内蒙古自治区教育厅	正常	53150000502699165K		教育
2617	呼和浩特市如意工业园区科尔沁南路６９号留创园大厦副楼Ｃ座	2003-10-28 至 2005-12-31		1992-07-27	400.00 （单位：元 / 万元）	内蒙古自治区青少年发展基金会	基金会	0471-481677		内蒙古自治区民政厅	格日乐图	内蒙古团委	正常	5315000050269943XU		咨询
2618	内蒙古自治区呼和浩特机场路内蒙古文联院	2011-09-16 至 2013-12-31		1993-02-25	220.00 （单位：元 / 万元）	内蒙古自治区文艺创作基金会	基金会	13947107557		内蒙古自治区民政厅	王金喜	自治区文联	正常	531500005026997127		文艺交流
2619	内蒙古自治区伊金霍洛旗成陵管委会	2010-12-16 至 2011-12-31		2008-11-07	60.00 （单位：元 / 万元）	鄂尔多斯市成吉思汗基金会	基金会	0477-896129		内蒙古自治区民政厅	斯庆曼都乐	鄂尔多斯市成陵管委会	正常	531500005027003308		公益活动
2620	内蒙古自治区	2009-01-01 至 2011-12-31		2003-09-26	400.00 （单位：元 / 万元）	内蒙古自治区扶贫基金会	基金会	0471-325348		内蒙古自治区民政厅	包俊臣	内蒙古自治区扶贫办	正常	531500005027010260		扶贫
2621	内蒙古自治区新城区内蒙古工业大学外事楼３０３室	2001-09-27 至 2002-12-30		2001-09-25	200.00 （单位：元 / 万元）	内蒙古富亚高校扶困助学教育发展基金会	基金会	13019503537		内蒙古自治区民政厅	尹福永	内蒙古自治区教育厅	正常	5315000050270194XC		扶贫
2622	内蒙古自治区呼和浩特新城区海东路东苑小区办公楼二层	2010-04-06 至 2011-12-31		2010-03-30	400.00 （单位：元 / 万元）	内蒙古治理荒漠化基金会	基金会	13948515258		内蒙古自治区民政厅	庞晋伟	中国民盟北方生态园领导小组	正常	53150000552815662B		公益活动
2623	内蒙古自治区呼和浩特如意开发区腾飞大道一纬路４号	2010-04-16 至 2011-12-31		2010-03-30	200.00 （单位：元 / 万元）	内蒙古库布其慈善基金会	基金会	13789778023		内蒙古自治区民政厅	赵美树	内蒙古自治区民政厅	正常	53150000552817529M		基金会
2624	内蒙古自治区鄂尔多斯康巴什新区	2009-10-25 至 2011-12-31		2010-03-30	400.00 （单位：元 / 万元）	鄂尔多斯市莲之心慈善基金会	基金会	13848773999		内蒙古自治区民政厅	刘金林	内蒙古自治区民政厅	正常	531500005528251588		基金会
2625	辽源市东丰县东丰镇东风路２６３号	2014-10-25 至 2018-10-24		2014-10-25	300.00 （单位：元 / 万元）	东丰县恒信法律援助基金会	基金会	6212306		吉林省社会组织管理局	祝永贵	中共辽源市委政法委员会	正常	532200003166624659		为符合条件的当事人依法维护诉求权益提供法律援助；为符合条件的刑事被害人提供一定司法援助；支持法律专家服务站开展法律服务工作；开展与基金会宗旨相关的培训、交流活动；其他确需法律援助的事务。
2626	长春市延安大街２０５５号	2014-12-04 至 2018-12-03		2014-12-04	200.00 （单位：元 / 万元）	长春工业大学教育发展基金会	基金会	0431-85716111		吉林省社会组织管理局	胡明	吉林省教育厅	正常	532200003167341072		奖学、奖教；资助教学、科研；改善办学条件。
2627	辽源市人民大街１０７７号	2014-11-10 至 2018-11-09		2014-11-10	200.00 （单位：元 / 万元）	辽源市西安区维安法律援助基金会	基金会	3635318		吉林省社会组织管理局	赵光复	辽源市委政法委员会	正常	53220000316736380E		提供法律援助与司法救助；支持法律服务站工作；开展法律培训ＴＶ交流等
2628	吉林省公主岭市正阳东街５８８号	2014-12-15 至 2018-12-14		2014-12-15	200.00 （单位：元 / 万元）	公主岭市公安民警优抚基金会	基金会	18643411133		吉林省社会组织管理局	王利群	吉林省公安厅	正常	532200003167403557		为贫困英烈、因公牺牲、伤残民警家属、因公负伤和特困民警提供救助
2629	吉林省吉林市长春路１６９号	2015-04-20 至 2019-04-19		2015-04-20	0.00 （单位：元 / 万元）	东北电力大学教育基金会	基金会	64806653		吉林省社会组织管理局	蔡国伟	吉林省教育厅	正常	53220000339882145H		接受社会各界捐赠；支持学校教育事业发展建设；设立各类奖助金。
2630	长春市博硕路１０３５号	2015-04-20 至 2019-04-19		2015-04-20	200.00 （单位：元 / 万元）	长春中医药大学教育基金会	基金会	13180828887		吉林省社会组织管理局	姜彤伟	吉林省教育厅	正常	532200003398850200		奖励、资助教学、科研设施改善、支持学校建设发展；开展社会救助。
2631	松原市残联办公楼东侧二楼沿江路１０６０号	2015-10-09 至 2019-10-08		2015-10-09	400.00 （单位：元 / 万元）	松原市老龄事业发展基金会	基金会	13644480044		吉林省社会组织管理局	王晓民	松原市民政局	正常	53220000340042063E		开展养老服务项目和助老活动，扶持和资助养老机构和失能、半失能及特困老人，组织和资助开展老人文体活动
2632	延吉市新兴街民安胡同２０号	2010-07-07 至 2010-07-07		2010-07-07	991.00 （单位：元 / 万元）	延吉市人民教育基金会	基金会	04332903935		吉林省社会组织管理局	崔永春	延吉市教育局	正常	53220000413047026F		动员社会力量捐资助学、助教
2633	吉林省吉林市船营区北京路５１号	1899-12-30 至 1899-12-30		1995-01-14	0.00 （单位：元 / 万元）	吉林市见义勇为基金会	基金会	62409970		吉林省民政厅	李显杰	吉林省见义勇为基金会	正常	532200005083063420		筹集管理使用基金，组织表彰见义勇为活动。
2634	长春市文化街１号	2010-12-20 至 2013-12-31		1992-01-09	400.00 （单位：元 / 万元）	吉林省老龄事业发展基金会	基金会	88906368		吉林省民政厅	刘润璞	吉林省老龄工作委员会	正常	53220000508323206C		筹集管理使用老年福利基金，组织兴办各种与老年事业相关的福利事业，帮助老年人
2635	长春市人民大街１５７１号	2009-10-19 至 2012-11-01		2009-10-19	400.00 （单位：元 / 万元）	吉林省青少年发展基金会	基金会	85876683		吉林省民政厅	王超	中国共产主义青年团吉林省委员会	正常	532200005083235803		创办、资助青少年教育、科技、文化福利事业。
2636	长春市亚泰大街３６９８号	2010-08-17 至 2014-08-17		1994-09-19	400.00 （单位：元 / 万元）	吉林省绿化基金会	基金会	88627599		吉林省民政厅	栾胜宽	吉林省绿化委员会	正常	53220000508324823E		筹集资金、兴办造林、绿化事业。
2637	长春市新发路８０６号	2008-08-06 至 2012-08-05		2008-08-03	400.00 （单位：元 / 万元）	吉林省见义勇为基金会	基金会	82098246		吉林省民政厅	李政文	吉林省公安厅	正常	53220000508325965M		弘扬正气，为见义勇为者提供物质支持
2638	长春市重庆胡同２８８号	1899-12-30 至 1899-12-30		1996-01-10	0.00 （单位：元 / 万元）	吉林省社会发展基金会	基金会	13504434136		吉林省民政厅	孙耀廷	吉林省发展和改革委员会	正常	53220000508326239E		募集、管理、使用资金，资助弱势群体，发展社会事业
2639	上海市闸北区洛川中路840号2幢111室	2015-12-09 至 2015-12-09		2015-12-09	200.00 （单位：元 / 万元）	上海华健儿童伤害预防公益基金会	基金会	13901765534		上海市社会团体管理局	刘诗意	上海市妇女联合会	正常	53310000341491047B		资助儿童伤害预防的课题研究、宣传和教育。（涉及行政许可的，凭许可证开展业务）
2640	上海市嘉定区汇旺东路1188弄8号101室	2015-12-09 至 2015-12-09		2015-12-09	200.00 （单位：元 / 万元）	上海嘉定工业区社区公益基金会	基金会	39966511		上海市社会团体管理局	徐美芳	上海市民政局	正常	5331000034149116X7		资助社区慈善活动和和公益项目；资助社区社会组织发展；资助社区公共服务和志愿服务。（涉及行政许可的，凭许可证开展业务）
2641	上海市普陀区志丹路１２５号２０６室	2015-12-09 至 2015-12-09		2015-12-09	200.00 （单位：元 / 万元）	上海甘泉社区基金会	基金会	56377661		上海市社会团体管理局	直海英	上海市民政局	正常	533100003414911787		资助社区困难群体及社区公益服务、居民自治和社区共治项目，奖励社区优秀学生和教师，资助和开展其他社区公益项目。（涉及行政许可的，凭许可证开展业务）
2642	上海市长宁区通协路558号1幢3101室	2015-12-09 至 2015-12-09		2015-12-09	200.00 （单位：元 / 万元）	上海巨海成杰公益基金会	基金会	13916797448		上海市社会团体管理局	张燕平	上海市民政局	正常	533100003414911862		资助贫困人群，捐建贫困山区希望小学，资助与宗旨相关的其他公益活动。（涉及行政许可的，凭许可证开展业务）
2643	上海市闸北区保德路181号511室	2015-12-09 至 2015-12-09		2015-12-09	500.00 （单位：元 / 万元）	上海美好临汾社区发展基金会	基金会	56796194		上海市社会团体管理局	黄美娟	上海市民政局	正常	53310000341491194W		资助社区公共服务、公共管理、公共生活、公益项目和公益活动的开展。（涉及行政许可的，凭许可证开展业务）
2644	上海市黄浦区顺昌路６２２号２０８室	2015-10-19 至 2020-10-19		2015-10-19	200.00 （单位：元 / 万元）	上海社会科学院智库建设基金会	基金会	13916699811			杨亚琴	中共上海市委宣传部	正常	53310000341531192T		资助重大智库建设研究项目；资助社会科学优秀人才培养；资助重要国内外学术交流项目；资助与本基金会宗旨相关的其它项目。（涉及行政许可的，凭许可证开展业务）
2645	上海市徐汇区漕溪北路333号1903室	2016-08-11 至 2016-08-11		2015-10-19	200.00 （单位：元 / 万元）	上海银杏老年公益基金会	基金会	02133561648		上海市社会团体管理局	周立红	上海市民政局	正常	53310000341531213B		资助贫困老人、资助为老服务人才的培养、资助为老服务相关的其他公益项目。（涉及行政许可的，凭许可证开展业务）
2646	上海市普陀区真华路４８号２０３室Ａ	2015-11-25 至 2018-11-25		2015-11-25	220.00 （单位：元 / 万元）	上海万里社区基金会	基金会	13916554073			袁颖	上海市民政局	正常	5331000034154206XL		开展慈善救助、扶贫帮困、帮教助学等公益活动；资助社区公益项目及社区公益活动；资助公益人才的培育和公益组织的发展。（涉及行政许可的，凭许可证开展业务）
2647	上海市普陀区石泉六村６３号３０２室	2015-11-25 至 2015-11-25		2015-11-25	240.00 （单位：元 / 万元）	上海石泉社区基金会	基金会	62241200		上海市社会团体管理局	郑晓军	上海市民政局	正常	53310000341542078L		资助社区困难群体，资助居民自治和社区共治项目，奖励社区优秀学生和教师，资助和开展其他社区公益项目。（涉及行政许可的，凭许可证开展业务）
2648	上海市浦东新区康桥路１０１１—１０２１号３３０８室	2015-11-25 至 2020-11-25		2015-11-25	200.00 （单位：元 / 万元）	上海建桥学院教育发展基金会	基金会	13764518879			王邦永	上海市教育委员会	正常	53310000341542086F		奖励优秀师生，资助贫困学生、重点课题研究、教学设施设备改善。（涉及行政许可的，凭许可证开展业务）
2649	上海市普陀区宜昌路４５８弄７号２０１室	2016-09-08 至 2016-09-08		2015-11-25	350.00 （单位：元 / 万元）	上海长寿社区基金会	基金会	62277887-4051		上海市社会团体管理局	王曙霞	上海市民政局	正常	53310000341542094A		资助居民区自治和社区共治项目；资助各类社区公益事项和活动等。（涉及行政许可的，凭许可证开展业务）
2650	上海市黄浦区西藏南路123号10楼	2014-09-24 至 2014-09-24		2014-09-24	400.00 （单位：元 / 万元）	上海华爱公益基金会	基金会	02163308026		上海市社会团体管理局	袁烨	上海市民族和宗教事务委员会	正常	533100005017832424		发展公共文化事业；举办公益组织培训；资助特殊困难人群；推动志愿运动发展；开展慈善公益项目；进行慈善公益课题研究。（涉及行政许可的，凭许可证开展业务）
2651	上海市宝山区沪太路3777号4406室	2014-10-09 至 2014-10-09		2014-10-09	200.00 （单位：元 / 万元）	上海东方知青文化发展基金会	基金会	02161397028		上海市社会团体管理局	叶辛	上海市文化广播影视管理局	正常	53310000501783250Y		支持知青文化创作；扶持知青文化产业；开展知青文化活动；帮扶有特殊困难知青；鼓励知青回报第二故乡的文化建设。（涉及行政许可的，凭许可证开展业务）
2652	上海市浦东新区祖冲之路2388号1幢A503室	2014-10-09 至 2014-10-09		2014-10-09	200.00 （单位：元 / 万元）	上海科博达公益基金会	基金会	02160978999		上海市社会团体管理局	柯丽华	上海市民政局	正常	53310000501783269U		资助经济落后地区孩童教育；参与扶贫帮困公益活动，进行必要的救援帮助；资助养老、安老服务项目。（涉及行政许可的，凭许可证开展业务）
2653	上海市浦东新区东方路877号嘉兴大厦17楼B座	2014-10-09 至 2014-10-09		2014-10-09	200.00 （单位：元 / 万元）	上海慈光皮肤健康基金会	基金会	13381999622		上海市社会团体管理局	乐嘉豫	上海市卫生和计划生育委员会	正常	53310000501783277N		皮肤健康知识普及、传播；奖励皮肤健康领域的优秀专业人才。（涉及行政许可的，凭许可证开展业务）
2654	上海市浦东新区临港新城橄榄路１３５０号文理楼１０１室	2014-10-21 至 2014-10-21		2014-10-21	200.00 （单位：元 / 万元）	上海电机学院教育发展基金会	基金会	38223338		上海市社会团体管理局	曹锡康	上海市教育委员会	正常	53310000501783285H	xyh.edu.cn	支持教学科研、奖励优秀师生、资助贫困学生、资助学术交流与合作。（涉及行政许可的，凭许可证开展业务）
2655	上海市普陀区真光路９６２弄２６号４０５室	2016-11-24 至 2019-10-21		2014-10-21	2000.00 （单位：元 / 万元）	上海易顺公益基金会	基金会	13817662239			王如珍	上海市民政局,上海市教育委员会	正常	53310000501783293C		奖励资助有困难的优秀学生及教师的培养；开展扶贫帮困公益活动。（涉及行政许可的，凭许可证开展业务）
2656	上海市杨浦区长海路399号绿瓦大楼330室	2014-10-21 至 2014-10-21		2014-10-21	400.00 （单位：元 / 万元）	上海乒乓球发展事业基金会	基金会	02151253024		上海市社会团体管理局	杨玲	上海市教育委员会	正常	533100005017833062		保护乒乓球体育遗产；推广乒乓球文化教育；促进乒乓球事业国际交流。（涉及行政许可的，凭许可证开展业务）
2657	上海市杨浦区政府路18号15楼1508-1510室	2016-11-28 至 2016-11-28		2014-10-21	200.00 （单位：元 / 万元）	上海战略新兴产业发展基金会	基金会	021-61409770		上海市社会团体管理局	华一嘉	上海市经济和信息化委员会	正常	53310000501783314W		支持创办战略新兴产业的企业、引进技术、开展培训；资助开展产业研究；奖励贡献突出的企业和个人。（涉及行政许可的，凭许可证开展业务）
2658	上海市浦东新区东方路2000号16楼	2014-10-21 至 2014-10-21		2014-10-21	200.00 （单位：元 / 万元）	上海广播电视台艺术人文发展基金会	基金会	58812000		上海市社会团体管理局	袁雷	中共上海市委宣传部	正常	53310000501783322P		资助人文艺术节目研发及制作传播、资助文化艺术人才的培养工作、资助对外文化交流活动、资助部分社会公益项目合作推广。（涉及行政许可的，凭许可证开展业务）
2659	上海市黄浦区中山南路318号东方国际金融广场2号楼39楼	2014-11-04 至 2014-11-04		2014-11-04	200.00 （单位：元 / 万元）	上海市东方红公益基金会	基金会	63325888-5164		上海市社会团体管理局	陈光明	上海市民政局	正常	53310000501783349F		资助开展助学助教活动，资助开展扶贫济困、赈灾助残等社会救助活动，资助开展其他社会公益项目。
2660	上海市黄浦区中山东二路６－８号２楼２０２室	2015-12-29 至 2020-12-29		2015-12-29	200.00 （单位：元 / 万元）	上海中晋公益基金会	基金会	18917014898			蔡栋梁	上海市民政局	正常	53310000MJ49500105		资助社会福利事业；资助社会公益活动；奖励及培养公益人才；资助公益研究和宣传工作等公益活动。（涉及行政许可的，凭许可证开展业务）
2661	南京市高淳区淳溪镇镇兴路１５０号	至			402.00 （单位：元 / 万元）	南京市高淳区见义勇为基金会	基金会				赵太保	江苏省公安厅	正常	53320000509159065E		接受政府资助与社会捐赠；开展募集活动；奖励和表彰见义勇为人员
2662	东台市新民南路９号	至			408.00 （单位：元 / 万元）	东台市慈善基金会	基金会					江苏省民政厅	正常	533200005091590739		接受政府资助和社会捐赠；组织募捐活动；资助特困群体就医、就学和基本生活。
2663	海门市南海路１０８１号	至			408.00 （单位：元 / 万元）	江苏欣乐公益基金会	基金会				姚健	江苏省教育厅	正常	533200005091590814		扶贫济困、扶助残疾事业、安老助孤、赈灾救助、资助贫困学生、支教助教奖教、支持其他社会公益事业发展。
2664	江苏省徐州市大学路１号中国矿业大学南湖校区	至			5000.00 （单位：元 / 万元）	中国矿业大学教育发展基金会	基金会				朱长风	江苏省教育厅	正常	5332000050915909XU		接受政府资助和社会捐赠，资助贫困学生，奖励优秀师生，支持学校的建设与发展。
2665	南通市桃坞路４４号	至			400.00 （单位：元 / 万元）	南通市老区扶贫基金会	基金会				张琛	江苏省扶贫工作领导小组办公室	正常	53320000509159102L		接受政府资助和社会捐赠；资助贫困地区和贫困户的生产生活
2666	盐城市开放大道３５５号	至			200.00 （单位：元 / 万元）	盐城市李凤祥助学扶困基金会	基金会				李凤祥	江苏省民政厅	正常	53320000509159110F		接受政府资助和社会捐赠，资助品学兼优经济困难学生完成学业；资助城乡特困人员基本生活；开展慈善事业发展。
2667	苏州市人民路１１４９号	至			776.00 （单位：元 / 万元）	苏州市见义勇为基金会	基金会				鲁国强	江苏省公安厅	正常	53320000509159129C		募集资金，接受捐赠，奖励、资助见义勇为者
2668	常州市新北区黄山路１１号	至			430.00 （单位：元 / 万元）	常州市体育发展基金会	基金会				孟金元	江苏省体育局	正常	533200005091591377		接受政府资助和社会捐赠，资助伤残运动员生活，奖励优秀运动员、教练员和体育工作者，支持体育事业发展。
2669	nan	2016-09-28 至 2018-07-01		2008-04-13	400.00 （单位：元 / 万元）	苏州市慈善基金会	基金会				胡耀赋	江苏省民政厅	正常	533200005091591452		接受政府资助和社会捐赠；开展募捐活动；资助城乡特困人员就医、就学和基本生活
2670	大丰市大中镇人民南路６４号	至			400.00 （单位：元 / 万元）	盐城市大丰区慈善基金会	基金会				吴家祥	江苏省民政厅	正常	53320000509159153W		接受政府资助和其他组织捐赠；开展募捐活动；资助城乡特困人员就医、就学和基本生活。
2671	无锡市刘潭社区东大岸２８８号	至			300.00 （单位：元 / 万元）	江苏振达帮困助学基金会	基金会				蒯兰鸣	江苏省民政厅	正常	53320000509159161P		接受政府资助和社会捐赠，资助特困群体基本生活，资助品学兼优的贫困学生完成学业。
2672	镇江市九华山路９号	至			1000.00 （单位：元 / 万元）	镇江市见义勇为基金会	基金会					江苏省公安厅	正常	5332000050915917XF		接受政府资助和社会捐赠；组织募捐活动；奖励和表彰见义勇为人员。
2673	苏州市西园路６０９号１１０８	至			400.00 （单位：元 / 万元）	苏州市法律援助基金会	基金会				吴砚池	江苏省司法厅	正常	53320000509159188F		接受社会捐赠与政府资助，积极开展募捐活动，资助社会特困群体的法律援助
2674	张家港市金港镇长江中路１６４号	至			400.00 （单位：元 / 万元）	张家港保税区慈善基金会	基金会				季峰	江苏省民政厅	正常	533200005091592090		接受政府资助与社会捐赠；开展募集活动；资助城乡特困人员就医和基本生活
2675	南京市秦淮区明瓦廊６６号	至			400.00 （单位：元 / 万元）	南京海外工商管理专修学院教育基金会	基金会				方永兴	江苏省教育厅	正常	53320000509159217T		接受社会捐赠与政府资助，奖励优秀师生，资助在校贫困学生完成学业，支持社会公益事业和学院建设与发展
2676	常州市天宁区竹林北路２５８号	至			400.75 （单位：元 / 万元）	常州市天宁区见义勇为基金会	基金会				刘正清	江苏省公安厅	正常	53320000509159225M		接受政府资助和社会捐赠；组织募捐活动；奖励和表彰见义勇为人员。
2677	常州市新北区河海中路８７号	至			522.00 （单位：元 / 万元）	常州市新北区见义勇为基金会	基金会				冯国芳	江苏省公安厅	正常	53320000509159233G		接受政府资助与社会捐赠；开展募集活动；奖励和表彰见义勇为人员
2678	nan	2016-07-25 至 2021-07-11		2008-06-22	500.00 （单位：元 / 万元）	江苏警官学院教育发展基金会	基金会				殷竹钧	江苏省教育厅	正常	53320000509159241B		接受政府资助和社会捐赠；设立奖学金、助学金及奖教金，资助贫困生完成学业，支持和资助学院建设与发展，奖励学院突出贡献的单位和个人。
2679	南京市汉中路１５５号省中医院行政楼３０３室	至			300.00 （单位：元 / 万元）	江苏省中医院医学发展医疗救助基金会	基金会				朱佳	江苏省卫生厅	正常	5332000050916207XY		接受政府资助和社会捐赠；资助贫困患者就医；开展医疗风险救助和卫生帮扶；支持医德医风建设和人才队伍培养；支持医学事业发展。
2680	常州市龙城大道１２８０号１号楼Ａ座２４０９房间	至			400.00 （单位：元 / 万元）	常州市美德基金会	基金会				赵顺盘	江苏省精神文明建设指导委员会办公室	正常	53320000509162088Y		接受政府资助和社会捐赠，支持精神文明道德建设的发展。
2681	盐城市公园观邸１－１４１１	至			300.00 （单位：元 / 万元）	盐城雨露扶贫基金会	基金会				赵步生	江苏省扶贫工作领导小组办公室	正常	53320000509162096R		扶贫助学，贫困劳动力培训
2682	南京市中山北路３１３号５楼	至			500.00 （单位：元 / 万元）	江苏省华侨公益基金会	基金会				郁梅兰	江苏省侨办	正常	53320000509162109F		扶危济困、扶贫助学，弘扬中华文化，表彰奖励；用于符合基金会宗旨的公共宣传和其它有助于华侨事业发展的项目与活动；遵照捐赠人意愿设立专项基金，资助侨界关心的各项公益事业的发展。
2683	江苏省扬州市宝塔路１６号	至			300.00 （单位：元 / 万元）	扬州文峰慈善基金会	基金会				许刘刚	江苏省宗教事务局	正常	533200005091621255		接受政府资助和社会捐赠；资助贫困人群、受灾人群、残疾人、重症病人、孤残儿童、老年人；支持公益慈善事业发展。
